cluster,loci1_chromosome,loci1_position,loci2_chromosome,loci2_position
9,7,103044402,7,102996817
9,7,95669116,7,97574752
9,7,102820167,7,103955595
9,7,102817036,7,104536839
9,7,42921142,7,42826262
9,7,42921142,7,48119605
9,7,120459305,7,120422044
9,7,137851205,7,134846583
9,7,120477464,4,23718692
9,7,158230113,7,158322771
9,7,135277386,7,135180336
9,7,12389648,7,13115547
9,7,135276064,7,135276064
9,7,135271348,7,135293361
9,7,135269376,7,137083085
9,7,129566212,7,129684229
9,7,106504913,7,106444118
9,7,106501008,7,106222828
9,7,106454586,7,106454586
9,7,139270695,7,139216563
9,7,158265468,7,158237251
9,7,98352871,7,98365433
9,7,75017735,7,75084609
9,7,129579170,7,129782977
9,7,106466183,7,106473937
9,7,106464267,7,107632137
9,7,128859425,7,128646939
9,7,149639261,1,555194
9,7,103650934,7,103650934
9,7,137276438,7,137323564
9,7,50326928,7,44841583
9,7,92233456,7,92080369
9,7,77386962,7,75666031
9,7,77385772,7,76881355
9,7,77385772,7,77510467
9,7,156307678,7,155905628
9,7,156305994,7,156137807
9,7,140979646,7,140142773
9,7,140974860,7,141606516
9,7,2206698,7,2180578
9,7,63901874,7,63877126
9,7,156333718,7,155526189
9,7,158492286,7,158086684
9,7,158488342,7,158455296
9,7,158488730,7,158496990
9,7,158685609,7,158470426
9,7,101502751,7,101502751
9,7,150287394,7,150344838
9,7,150286618,7,150484979
9,7,101304717,7,101669503
9,7,105876459,7,105720927
9,7,75311256,7,75256333
9,7,75405743,7,75419476
9,7,75404744,7,75383440
9,7,30764070,7,30847344
9,7,99878663,7,99858439
9,7,75129582,7,75166210
9,7,47224141,7,45925937
9,7,150364794,7,150383174
9,7,100596333,7,100587489
9,7,100594436,7,100704593
9,7,22730050,7,22564464
9,7,149729527,7,149692999
9,7,133420794,7,132584292
9,7,133420794,7,133390052
9,7,72874647,7,73306668
9,7,128222905,7,128109316
9,7,150316740,7,150160075
9,7,150316740,7,150225347
9,7,150316365,7,128496059
9,7,150312361,7,149659834
9,7,150312677,7,150378758
9,7,72885665,7,72776597
9,7,26407042,7,27559837
9,7,1058139,7,1035701
9,7,149090012,7,149029379
9,7,149089124,7,148868726
9,7,130344618,7,130208217
9,7,130346139,7,130346139
9,7,2777407,7,2777407
9,7,139588150,7,139547499
9,7,139583970,7,139415253
9,7,100549752,7,100178345
9,7,106290011,7,106222908
9,7,75084609,7,75017735
9,7,44157008,7,44262861
9,7,128826883,7,128849473
9,7,25502953,7,20861692
9,7,75256333,7,75311256
9,7,22304392,7,22304392
9,7,105643523,7,105600459
9,7,137645057,7,137622787
9,7,137644187,7,137632059
9,7,12662550,7,14594629
9,7,73679656,7,73679656
9,7,112002749,7,109967265
9,7,135368059,7,135029387
9,7,135365512,7,137207986
9,7,30763422,7,30609223
9,7,2583003,7,2583003
9,7,2717243,7,2624558
9,7,405182,7,975685
9,7,139038190,7,139204745
9,7,98513031,7,98513031
9,7,104805397,7,105415915
9,7,4720327,7,4745561
9,7,97591061,7,97571273
9,7,2278896,7,1115667
9,7,2810613,7,2839109
9,7,101678889,7,101065568
9,7,101578614,7,103304795
9,7,139016385,7,139320458
9,7,139007440,7,138987658
9,7,97818278,7,97859916
9,7,30476859,7,30434545
9,7,95769508,7,65502630
9,7,130340510,7,130273296
9,7,149055834,7,148961235
9,7,2542131,7,2617674
9,7,73151501,7,73206831
9,7,75443228,7,73106967
9,7,149080224,7,149047640
9,7,128499810,7,128329937
9,7,128496059,7,150316365
9,7,103237094,7,104397944
9,7,66225570,7,66445030
9,7,99100372,7,99273896
9,7,138521397,7,139359820
9,7,2617674,7,2542131
9,7,66203867,7,72705639
9,7,106025698,7,105990646
9,7,115864704,7,116000816
9,7,2624558,7,2717243
9,7,128241350,7,129451728
9,7,128239649,7,128123005
9,7,128239649,7,128166266
9,7,133399326,7,133569011
9,7,106387076,7,106291492
9,7,106384935,7,106402391
9,7,106381837,7,106529647
9,7,55447302,7,54866908
9,7,139657438,7,105822655
9,7,22115703,7,22466112
9,7,23612910,7,25463772
9,7,23611980,7,23549525
9,7,55450184,7,50893757
9,7,2180578,7,2206698
9,7,2180578,7,2771028
9,7,7047049,7,7546951
9,7,25910103,7,25910103
9,7,139555528,7,139441632
9,7,139555528,7,142143185
9,7,139547499,7,139588150
9,7,128109924,7,128344669
9,7,128109316,7,128222905
9,7,101159349,7,101159349
9,7,105613528,7,107726815
9,7,105612410,7,105092447
9,7,105611390,7,105194919
9,7,149761123,7,148389828
9,7,149760478,7,149663394
9,7,128533539,7,128492659
9,7,104377191,7,104397428
9,7,104367739,7,104823926
9,7,129716086,7,130210880
9,7,134568987,7,134595599
9,7,133691131,7,132782856
9,7,36535858,7,36391311
9,7,129916999,7,129141401
9,7,149747383,7,149662415
9,7,100772402,7,100687006
9,7,100777199,7,100777199
9,7,135063443,7,135082128
9,7,150646190,7,150778204
9,7,150643722,7,150495690
9,7,150643722,7,150685871
9,7,150643514,7,149846755
9,7,98677301,7,98737624
9,7,152043606,7,151093417
9,7,150257519,7,150640282
9,7,75276962,7,75241443
9,7,139204745,7,139007810
9,7,139204745,7,139038190
9,7,139197035,7,139226280
9,7,139196753,7,138934858
9,7,134078069,7,134330607
9,7,30173789,7,22411106
9,7,30173789,7,27250140
9,7,30170274,7,30680456
9,7,139556566,7,139556566
9,7,133784122,7,131871253
9,7,111851386,7,110147249
9,7,98717177,7,98887584
9,7,98709685,7,98742150
9,7,156792085,7,156167902
9,7,1672118,7,2091161
9,7,72942527,7,73067308
9,7,150200740,7,150187837
9,7,139876213,7,138981669
9,7,139877912,7,139902055
9,7,155071609,7,155076099
9,7,127578064,7,139637300
9,7,127576352,7,127448586
9,7,127585103,7,126989484
9,7,127583190,7,127197025
9,7,156091065,7,156542040
9,7,156089732,7,156240277
9,7,155077439,7,155237454
9,7,155076099,7,155071609
9,7,155076099,7,156888483
9,7,128632892,7,128313604
9,7,128632892,7,128519122
9,7,128632789,7,128461864
9,7,130954980,7,130969973
9,7,142816591,7,142816591
9,7,142812760,7,142865220
9,7,142812684,7,142812684
9,7,142811588,7,142415489
9,7,150606115,7,150714172
9,7,150597777,7,150628922
9,7,128599913,7,128934504
9,7,128598698,7,150907672
9,7,128595352,7,129125433
9,7,128340640,7,128156854
9,7,105498204,7,105075306
9,7,149181278,7,150170164
9,7,130934408,7,130934408
9,7,131504035,7,132883364
9,7,131494969,7,133652220
9,7,128329937,7,128499810
9,7,105092447,7,105612410
9,7,44272609,7,44995499
9,7,44262861,7,44157008
10,7,89810856,7,90659024
10,7,150658118,7,150658118
10,7,140911136,7,121942295
10,7,140909354,7,139385999
10,7,99330901,7,99150097
10,7,99330807,7,99252330
10,7,99328192,7,99338131
10,7,99328192,7,99361829
10,7,99322782,7,99047888
10,7,99367721,7,98849722
10,7,139338700,7,139136466
10,7,139338700,7,140601034
10,7,148764558,7,148083898
10,7,148763227,7,148528659
10,7,151969102,7,151781557
10,7,120734504,7,121458901
10,7,128921967,7,132205021
10,7,86670731,7,86696987
10,7,128152437,7,128132323
10,7,155120551,7,158224567
10,7,138367860,7,138235399
10,7,128090893,7,128245024
10,7,111867215,7,129314752
10,7,129433068,7,129410264
10,7,148961738,7,149138876
10,7,148961235,7,149055834
10,7,148958238,7,150407928
10,7,148957734,16,14181330
10,7,150788465,7,150739979
10,7,128089182,7,128089182
10,7,128934504,7,128599913
10,7,111917213,7,107514064
10,7,111907866,7,112254880
10,7,111902774,7,111902774
10,7,141009829,7,141154182
10,7,142392167,7,142749428
10,7,150781467,7,148707116
10,7,149663394,7,149760478
10,7,149663171,7,149455335
10,7,149662415,7,149747383
10,7,107307949,7,107277107
10,7,107303826,7,107418600
10,7,95705943,7,95702033
10,7,6661179,7,6642698
10,7,56128296,7,55673648
10,7,138957386,7,137334024
10,7,138956634,7,139301803
10,7,138951115,7,139366408
10,7,138947896,7,138927894
10,7,5672563,7,5708077
10,7,106640971,7,106245754
10,7,106635803,7,106295437
10,7,137786465,7,158803761
10,7,137784945,7,137632980
10,7,139684150,7,138928634
10,7,139683067,7,139668520
10,7,139681358,7,139346662
10,7,156266005,7,25645423
10,7,65523505,7,65413157
10,7,140996480,7,140022542
10,7,98773131,7,98729588
10,7,120422044,7,120459305
10,7,128084765,7,140279542
10,7,129454042,7,129237901
10,7,120692668,7,115634289
10,7,120497579,7,120507747
10,7,120461499,5,134292899
10,7,120423397,7,120581411
10,7,158142710,7,156694040
10,7,158428322,7,158492617
10,7,158416895,7,158396049
10,7,158406215,7,157037946
10,7,158396049,7,158188572
10,7,158396049,7,158416895
10,7,158257848,7,158312943
10,7,158256644,7,158510405
10,7,158249500,7,158188572
10,7,158243010,7,152501992
10,7,158237251,7,158265468
10,7,158215302,7,158183867
10,7,158215302,7,158440606
10,7,105720927,7,105876459
10,7,105702906,7,105765444
10,7,105702033,7,105664679
10,7,105670804,7,106312800
10,7,127403647,7,127398355
10,7,127402479,7,124360242
10,7,127398355,7,127403647
10,7,134929018,7,134034356
10,7,129617155,7,128977507
10,7,129606471,7,130422062
10,7,129593362,7,129689181
10,7,129588539,7,129837908
10,7,129547124,5,134292899
10,7,129543873,7,129629278
10,7,129543873,7,139585113
10,7,129543256,7,129695442
10,7,129534868,7,130843737
10,7,129522557,7,129580169
10,7,129504026,7,130093895
10,7,148878513,7,148954592
10,7,148868726,7,149089124
10,7,148121143,7,147845288
10,7,148118928,7,148118928
10,7,148113441,7,147941271
10,7,135293361,7,135271348
10,7,137932678,7,137951296
10,7,137919141,7,137263438
10,7,137912453,7,137891253
10,7,137897517,7,137417425
10,7,137897478,2,57848340
10,7,137891253,7,137912453
10,7,104596547,7,104617059
10,7,104583367,5,134290257
10,7,104582958,7,104619191
10,7,104581581,7,105441873
10,7,104548831,7,104546594
10,7,104545005,1,558787
10,7,104536839,7,102817036
10,7,104537671,7,104514819
10,7,104514819,7,104537671
10,7,151578985,7,151499474
10,7,151521927,7,151068016
10,7,151508592,7,152079770
10,7,151505732,7,151465498
10,7,151458707,7,152089556
10,7,151437362,7,152058586
10,7,151419869,7,151128147
10,7,106483206,7,106401327
10,7,65572930,7,65982423
10,7,40087754,7,39395722
10,7,119318449,7,116713936
10,7,119279966,7,119313917
10,7,119260264,7,118287179
10,7,32602668,7,33792677
10,7,32599282,7,32663411
10,7,103052049,5,2715441
10,7,103021292,6,19775155
10,7,103015782,7,103553490
10,7,24858802,7,24870234
10,7,24858802,7,25797524
10,7,24856214,7,24813406
10,7,24856214,7,24831069
10,7,96631268,7,98844533
10,7,33029542,7,33092704
10,7,63779562,7,63779562
10,7,5236105,7,5645144
10,7,5236009,7,5348676
10,7,5233731,7,5249457
10,7,101612378,7,101589213
10,7,101612378,7,101629514
10,7,22640858,7,22688628
10,7,95661313,7,93777256
10,7,95624522,9,126456980
10,7,95621095,7,97258862
10,7,89833794,7,92065355
10,7,156387336,7,155426001
10,7,156318595,7,155245049
10,7,156314311,1,558787
10,7,156300588,7,155308942
10,7,156289838,7,156158312
10,7,156262726,7,155183793
10,7,156259587,7,156166547
10,7,156240277,7,156089732
10,7,156223198,7,156425561
10,7,77099758,7,77045539
10,7,47980849,7,47128734
10,7,77256357,7,77507002
10,7,101561136,7,101660816
10,7,87658706,7,86948979
10,7,6472777,14,83568554
10,7,129188452,7,129350633
10,7,129187610,7,129111972
10,7,129125433,7,128595352
10,7,129117484,7,129246316
10,7,129117484,7,129452051
10,7,129111972,7,129187610
10,7,24833090,7,25083833
10,7,24813406,7,24856214
10,7,132167342,15,55022275
10,7,32946308,7,27681125
10,7,140142773,7,140979646
10,7,140075682,7,141074735
10,7,44821828,7,44635326
10,7,92309009,7,92413893
10,7,92305730,7,105809262
10,7,92245091,7,89791545
10,7,92193899,2,48404774
10,7,92147040,7,92167553
10,7,92118502,7,92090934
10,7,148365683,7,149678197
10,7,73776210,7,73776210
10,7,73747093,7,73525267
10,7,23347712,7,23357574
10,7,65899505,7,65342057
10,7,65889631,1,558787
10,7,116652887,7,115610538
10,7,116652887,7,119112440
10,7,116619172,7,116517051
10,7,116582947,7,98419322
10,7,116580160,7,116152065
10,7,148810912,7,148793711
10,7,148793711,7,148810912
10,7,16282148,7,7041818
10,7,50335314,7,50329436
10,7,50329436,7,50335314
10,7,130815344,7,128519122
10,7,130792096,7,131522359
10,7,130777593,13,89461991
10,7,102535224,7,102293299
10,7,139697522,7,139690824
10,7,139690824,7,139697522
10,7,71944378,7,72471381
10,7,71862156,7,70563848
10,7,30789525,7,30655534
10,7,92065355,7,89833794
10,7,42960637,5,134292454
10,7,138944138,7,138944138
10,7,140986028,7,139909171
10,7,140955277,7,140828196
10,7,66422928,7,65911060
10,7,150685871,7,150629085
10,7,150685871,7,150632057
10,7,150685871,7,150643722
10,7,77146923,7,77141299
10,7,65982423,7,65572930
10,7,23549525,7,23611980
10,7,23549415,6,253107
10,7,44594791,7,44883983
10,7,44594217,7,45090522
10,7,44591574,7,45007564
10,7,6179278,7,6261481
10,7,6152754,7,6717109
10,7,50631314,7,55177241
10,7,97317262,7,95240345
10,7,99754936,7,99963971
10,7,141154727,7,141154727
10,7,141154182,7,141009829
10,7,141106016,7,141106016
10,7,141092736,7,141007957
10,7,91562545,7,91562545
10,7,91503246,7,90555429
10,7,129448793,7,129340502
10,7,129444897,7,129444897
10,7,65211264,7,65914307
10,7,16614325,7,16426473
10,7,149659834,7,150312361
10,7,50441912,7,50389517
10,7,50441553,7,50215646
10,7,50440115,7,51623517
10,7,152020350,7,152045700
10,7,102368440,1,558787
10,7,102355369,7,101129023
10,7,102298730,7,102298730
10,7,102250378,7,102238232
10,7,102238232,7,102250378
10,7,111892859,7,111250371
10,7,111888220,7,112728440
10,7,111886004,5,134292454
10,7,123122434,7,124358850
10,7,87380557,7,87399415
10,7,87362780,7,87411191
10,7,103553490,7,104721432
10,7,103552186,7,91738359
10,7,103547668,7,102983661
10,7,103546446,7,102501269
10,7,103540205,7,103540205
10,7,154367530,7,154873359
10,7,154362012,7,154362012
10,7,105000423,7,104390467
10,7,104998791,7,104996324
10,7,104997956,7,105159248
10,7,104968063,7,105653682
10,7,104931364,7,104924236
10,7,104924236,7,104931364
10,7,104920221,7,104906644
10,7,104906644,7,104920221
10,7,104903386,7,44548755
10,7,12376635,7,11255362
10,7,12318163,7,12298589
10,7,86632302,7,86594896
10,7,148494319,7,148530263
10,7,148491910,7,148018338
10,7,98449192,7,98449192
10,7,98441512,7,98441512
10,7,98421230,7,92485382
10,7,98419322,7,116582947
10,7,98415906,7,98396810
10,7,98362356,7,75436251
10,7,98344966,7,99542422
10,7,98339358,7,98334601
10,7,99471141,7,99555151
10,7,99470965,7,99485371
10,7,152711152,7,152708380
10,7,5073152,7,5020860
10,7,116354481,7,116417684
10,7,116354481,7,116521787
10,7,116341894,7,111103439
10,7,116341894,7,116548834
10,7,116331745,7,114139013
10,7,106680774,7,107814126
10,7,106620234,7,107001640
10,7,106562080,7,106273399
10,7,107057443,7,106206536
10,7,107030510,7,110603287
10,7,107023238,7,106239094
10,7,107001640,7,106620234
10,7,138644506,7,138630497
10,7,138644150,7,137506393
10,7,138630497,7,138644506
10,7,138626505,7,138626505
10,7,138618579,1,560211
10,7,138603318,7,138749663
10,7,138602930,7,138617396
10,7,138596449,7,133640962
10,7,110982576,7,107482084
10,7,110972357,7,135800179
10,7,110950568,7,107721153
10,7,110945489,7,108654097
10,7,99026889,7,99831822
10,7,99013017,7,99368295
10,7,98973474,7,98897700
10,7,98970517,7,98964951
10,7,98964951,7,98970517
10,7,98921810,7,98968681
10,7,98921810,7,99072122
10,7,137345588,7,138096255
10,7,137296307,7,137297817
10,7,137274057,7,135511232
10,7,137263438,7,137340790
10,7,137260858,7,137444768
10,7,150777117,7,150691996
10,7,150573289,7,150483301
10,7,150573289,7,150635619
10,7,127777494,7,127877554
10,7,148224515,7,148248047
10,7,128371443,7,128451238
10,7,155277595,7,155561705
10,7,99819041,7,99848507
10,7,150580832,7,150497569
10,7,150580832,7,151086824
10,7,99364654,7,99364654
10,7,99364268,7,99564695
10,7,99361829,7,99328192
10,7,98486706,7,98467234
10,7,98484560,7,99368295
10,7,98481815,7,98748808
10,7,128273578,7,150887367
10,7,128267540,7,130854362
10,7,45085832,7,44612861
10,7,148333733,7,148384972
10,7,158157808,7,158345452
10,7,155254029,7,154347242
10,7,156723825,7,156630428
10,7,127448586,7,127576352
10,7,127447453,7,127351524
10,7,127447314,7,127486187
10,7,138409449,7,138368105
10,7,99789671,7,99789671
10,7,127462425,7,127141426
10,7,148082004,7,148315762
10,7,148081860,7,147916307
10,7,127131522,7,127406081
10,7,104408071,7,104828033
10,7,75529655,7,102576005
10,7,150462517,7,149649406
10,7,128159846,7,128132323
10,7,128161327,7,148214749
10,7,150486058,7,150164520
10,7,150486058,7,150441788
10,7,150486058,7,150513932
10,7,150484979,7,150286618
10,7,150483301,7,150573289
10,7,99334570,7,99564876
10,7,107164686,7,107147106
10,7,132129530,7,132080914
10,7,132123501,7,132103927
10,7,148956258,7,149090012
10,7,128172327,7,128196713
10,7,128161407,7,128156773
10,7,65266818,7,66030466
10,7,142727664,7,142609895
10,7,142722511,7,142899527
10,7,156630428,7,154775094
10,7,156630428,7,156452251
10,7,156630428,7,156723825
10,7,156629489,7,156563027
10,7,142722687,7,142684960
10,7,127738183,7,127645233
10,7,72494534,7,72494534
10,7,72491959,7,72556773
10,7,128385587,7,128383347
10,7,128384253,7,128377071
10,7,128382622,7,128379906
10,7,128377071,7,128365395
10,7,128377071,7,128384253
10,7,154775094,7,156630428
10,7,154773935,7,154702056
10,7,116299807,7,56808336
10,7,150799708,7,150714172
10,7,150791902,7,150879680
10,7,150845214,7,150812105
10,7,116291917,5,134290257
10,7,128451238,7,128371443
10,7,156869497,7,157008689
10,7,156866818,7,156751062
10,7,156858005,7,157029658
10,7,73238307,7,73491982
10,7,73230377,7,73129372
10,7,151660544,7,151910557
10,7,128196713,7,128172327
10,7,128190910,7,128140310
10,7,128184639,7,129183559
10,7,127243927,7,127657112
10,7,127243927,7,134738669
10,7,127243251,7,127318953
10,7,127218284,7,127368335
10,7,127197025,7,127583190
10,7,127187764,7,126948954
10,7,127183312,7,127406962
10,7,127164731,7,127422334
10,7,127159827,7,127639501
10,7,127141426,7,127462425
10,7,127141426,7,127653978
10,7,127140572,3,189659399
10,7,127140572,7,127478880
10,7,127115817,7,124266937
10,7,127095603,7,128354903
10,7,148107426,7,147923967
10,7,148049096,7,147966527
10,7,148032856,7,148027173
10,7,148166231,7,148132245
10,7,148166231,7,148285160
10,7,148132245,7,148166231
10,7,148132184,7,140278041
10,7,148131863,7,148177674
10,7,132295397,7,130615729
10,7,132291257,5,134292899
10,7,4737225,7,5315720
10,7,6477182,7,6575193
10,7,154726533,7,154610672
10,7,150812105,7,149078829
10,7,150812105,7,150845214
10,7,150806766,7,100132602
10,7,132405526,7,129739704
10,7,132370032,7,131014713
10,7,6413988,7,6442480
10,7,106992902,7,107863495
10,7,101639390,7,101549371
10,7,101639390,7,101657938
10,7,101629514,7,101612378
10,7,56132294,7,55396554
10,7,132646525,7,130581380
10,7,150691996,7,150777117
10,7,132622456,7,131751016
10,7,132611565,7,133370361
10,7,45053176,7,45053176
10,7,45042817,7,47240948
10,7,45040733,7,45023338
10,7,10743300,5,134292454
10,7,5708077,7,5672563
10,7,5708077,7,5697147
10,7,5697147,7,5708077
10,7,101527061,7,101589213
10,7,44841583,7,50326928
10,7,44838226,7,44568578
10,7,138936464,7,139425338
10,7,138934858,7,137622787
10,7,138934858,7,139196753
10,7,138934346,7,139091555
10,7,138928780,7,138909038
10,7,138920576,7,138248349
10,7,44404432,7,43845141
10,7,44396998,7,44564938
10,7,100249319,7,100265506
10,7,5690939,7,5638807
10,7,139320458,7,139016385
10,7,139319436,7,139172375
10,7,139313590,7,153798279
10,7,139306752,7,139162833
10,7,139303167,7,138917508
10,7,139301803,7,138956634
10,7,139293916,5,134292899
10,7,100025676,7,100033840
10,7,50697227,7,51174426
10,7,99338131,7,99328192
10,7,132205021,7,128921967
10,7,132203451,7,133409852
10,7,44564938,7,44396998
10,7,44564647,7,44523455
10,7,92051084,7,93215368
10,7,77203456,7,77438347
10,7,845322,7,856324
10,7,77045539,7,77099758
10,7,107183948,7,107369089
10,7,130724529,7,128860137
10,7,130724529,7,138109258
10,7,99801006,7,99796867
10,7,99783365,7,99805604
10,7,127953756,7,128261356
10,7,98849722,7,99367721
10,7,137334024,7,138957386
10,7,98888895,7,98897700
10,7,98887584,7,98717177
10,7,98882111,7,99346860
10,7,123185424,7,123185424
10,7,123173073,7,127662705
10,7,156456165,7,156549007
10,7,156452251,7,156630428
10,7,156447089,7,156127360
10,7,156445297,7,156621848
10,7,116327743,7,117626316
10,7,75521692,7,75515494
10,7,120558813,7,119536839
10,7,158170842,7,158170842
10,7,158170953,7,158031744
10,7,127755304,7,124250133
10,7,128902761,7,129057718
10,7,128893431,7,128811160
10,7,128891897,7,128874791
10,7,128874791,7,128891897
10,7,120613292,7,116418957
10,7,120599170,7,117049730
10,7,120590378,7,121731374
10,7,120581411,7,120423397
10,7,138707774,7,138707774
10,7,155245049,7,156318595
10,7,155243307,7,155430204
10,7,155237454,7,155077439
10,7,155224238,7,155088509
10,7,155222262,7,155231287
10,7,155215723,7,155010205
10,7,155195388,7,155147754
10,7,155193420,5,134292454
10,7,155193420,7,156491543
10,7,155183793,7,156262726
10,7,155159112,7,155215384
10,7,155151044,10,79085685
10,7,155147754,7,155195388
10,7,155126435,7,155128635
10,7,127442614,7,127633381
10,7,127441141,7,127556845
10,7,127406962,7,71350696
10,7,127406962,7,127183312
10,7,127406119,7,127424815
10,7,127406081,7,127131522
10,7,127518548,7,127679354
10,7,127498177,7,127316220
10,7,127493927,7,127567449
10,7,127487014,7,127475987
10,7,127486187,7,127447314
10,7,127478880,7,127140572
10,7,127477991,7,139141781
10,7,127475987,7,127487014
10,7,127372632,7,127623461
10,7,127368335,7,127218284
10,7,127351524,7,127447453
10,7,127327878,7,127430420
10,7,127285472,7,127387316
10,7,128461864,7,128632789
10,7,156754520,8,91846774
10,7,156751062,7,156866818
10,7,156707652,7,156523458
10,7,156707115,7,156695943
10,7,156704612,7,156614994
10,7,156695943,7,156707115
10,7,156694040,7,158142710
10,7,156691512,7,155362154
10,7,156686049,7,157971019
10,7,156666352,10,103904331
10,7,72556773,7,72491959
10,7,72546123,7,72508782
10,7,72522603,7,72406446
10,7,72522603,7,72418174
10,7,137818739,7,137809261
10,7,137792656,7,137797046
10,7,137790533,7,137790533
10,7,98491596,7,99226916
10,7,152723602,7,154188894
10,7,74899282,7,75311256
10,7,154404139,7,154618932
10,7,155266691,7,156332426
10,7,102781172,6,51044966
10,7,151499474,7,151578985
10,7,151481985,1,558787
10,7,151465498,7,151505732
10,7,138749663,7,138603318
10,7,138750348,7,138826481
10,7,138746404,7,137240463
10,7,134909805,7,136164043
10,7,135029387,7,135368059
10,7,107369089,7,107183948
10,7,107351229,7,107435685
10,7,30632616,7,30623217
10,7,30623217,7,30632616
10,7,30609223,7,30763422
10,7,72518067,7,72566801
10,7,98335794,7,98339358
10,7,98328371,7,129367897
10,7,98396810,7,98415906
10,7,98385126,7,98342363
10,7,98365433,7,98272074
10,7,98365433,7,98352871
10,7,98467234,7,98486706
10,7,148532665,7,148781042
10,7,148530263,7,148494319
11,7,150767653,7,150492417
11,7,134582476,7,136754744
11,7,6507859,7,6939881
11,7,129863662,7,129872670
11,7,27155707,7,26486049
11,7,27152557,7,26851254
11,7,149440721,7,149788438
11,7,97943463,7,98015940
11,7,1624500,7,2086722
11,7,111165181,5,134292454
11,7,139425338,7,138936464
11,7,27202819,7,27876621
11,7,27196433,7,27848725
11,7,27103477,7,28102504
11,7,26625282,7,27427416
11,7,27116366,7,26386798
11,7,72705639,7,66203867
11,7,98303559,7,98290334
11,7,98302535,7,98200375
11,7,111173206,7,105817954
11,7,111173206,7,113291508
11,7,111166502,7,111166502
11,7,26386798,7,26581262
11,7,26386798,7,27116366
11,7,128990662,7,129314752
11,7,150153194,7,149878451
11,7,150147112,7,150227419
11,7,76799202,1,555194
11,7,154611956,7,155930917
11,7,147916307,7,148081860
11,7,147915404,7,147825791
11,7,138269218,7,138283113
11,7,138168242,7,138899571
11,7,138167018,7,138845151
11,7,156573670,7,157806011
11,7,139858270,7,140635085
11,7,72444482,7,71387025
11,7,150640282,7,150257519
11,7,150639070,7,150495690
11,7,150639070,7,150583798
11,7,158057267,1,558787
11,7,107605034,7,107301651
11,7,26092526,7,26116635
11,7,140684585,7,140791178
11,7,142648202,7,142648202
11,7,133597804,7,131766562
11,7,116026448,7,114699390
11,7,116026448,7,115702464
11,7,142408614,7,142577563
11,7,43461077,7,43963670
11,7,1193505,7,1561925
11,7,1190697,7,1217814
11,7,130093895,7,129504026
11,7,152067941,7,150632057
11,7,152065669,7,152085337
11,7,134177463,7,130420819
11,7,158696780,7,158696780
11,7,1186429,7,1052612
11,7,133797934,7,133797934
11,7,133793737,10,43715126
11,7,133665478,7,133699045
11,7,101179999,7,101225130
11,7,138351950,7,138351950
11,7,127701061,7,126771994
11,7,150633583,7,151487426
11,7,150632057,7,150640918
11,7,150632057,7,150685871
11,7,150632057,7,150695715
11,7,150632057,7,150778204
11,7,150632057,7,152067941
11,7,151262706,7,151222718
11,7,148611508,7,148863656
11,7,100434199,7,100472106
11,7,150495690,7,150506624
11,7,150495690,7,150639070
11,7,150495690,7,150643722
11,7,142749813,7,142770769
11,7,142749428,7,142392167
11,7,1243222,7,1297901
11,7,1243222,7,1374852
11,7,1240189,7,3147187
11,7,75666031,7,77386962
11,7,75662049,7,75662049
11,7,1376306,7,229892
11,7,1374852,7,1243222
11,7,75745470,7,76757259
11,7,6531996,7,4007831
11,7,140567537,7,140532672
11,7,140564285,7,140564285
11,7,154483593,7,154483593
11,7,152194068,7,152181713
11,7,150128541,7,131477397
11,7,150124791,7,149201225
11,7,142274603,9,133043455
11,7,2713943,7,2871806
11,7,964894,7,311173
11,7,100611022,7,100548908
11,7,149138876,7,148961738
11,7,150714172,7,150606115
11,7,150714172,7,150799708
11,7,105238998,7,105305893
11,7,150943513,7,151081514
11,7,150942120,7,150942120
11,7,156542040,7,156091065
11,7,154880604,7,155373523
11,7,139985150,7,139602550
11,7,138911578,7,138665047
11,7,138910828,7,139004444
11,7,138909038,7,138928780
11,7,135162059,7,135963702
11,7,135161709,7,135345546
11,7,135159723,7,135159723
11,7,100202556,7,100192584
11,7,132045778,7,133105713
11,7,132044070,7,132714467
11,7,127633381,7,127442614
11,7,127655563,7,127431175
11,7,127653978,7,126902398
11,7,127653978,7,127141426
11,7,127645233,7,127738183
11,7,158632314,7,158562339
11,7,158626956,7,158658128
11,7,151074922,7,152079770
11,7,128354903,7,127095603
11,7,105568722,7,105568722
11,7,158061759,7,158586918
11,7,155940323,7,156000003
11,7,158586918,7,158061759
11,7,1286684,7,1714136
11,7,154008299,7,152707184
11,7,153955022,7,153837743
11,7,73055818,7,73219962
11,7,157245798,7,155988680
11,7,157193295,7,158251341
11,7,128365395,7,128377071
11,7,157893520,7,139119589
11,7,157895520,7,158012299
11,7,157895520,7,158062859
11,7,157215098,7,157345726
11,7,157207793,7,156980058
11,7,157207793,7,157031017
11,7,157099620,7,152170717
11,7,134031657,7,134593485
11,7,134034356,7,134929018
11,7,65139844,7,65163196
11,7,155947844,7,154686589
11,7,155947844,7,155442405
11,7,155947683,7,155062310
11,7,97511926,7,97582389
11,7,27239766,7,25946262
11,7,75680774,7,75578808
11,7,148624736,7,148607452
11,7,73108447,7,73186394
11,7,73106967,7,75443228
11,7,73102789,7,73102789
11,7,288092,7,1137245
11,7,158031744,7,158170953
11,7,158012299,7,157895520
11,7,158012299,7,158539095
